web-scraper-order,web-scraper-start-url,Product,Product-href,Name,price,Rating,Review,Description,ASIN,Product Description,Manufracturer
1692630649-164,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Genie Heartbeat Backpack for Women 3 compartments, School Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.",https://www.amazon.in/Genie-Heartbeat-compartments-Lightweight-Travelling/dp/B097JJFF6Z/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-147,"Genie Heartbeat Backpack for Women 3 compartments, School Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.",753,294 ratings,4.4 out of 5 stars,"Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!",B097JJFF6Z,"How do you describe a Perfect School Backpack? Spacious enough to carry all the books, yet Light Weight! Multiple Pockets to segregate all the items and keep it easily accessible. An Organizer to keep your each and every school supplies in an arranged manner. Side Pocket to keep the Water Bottle. Water Resistant exteriors to keep all your worries at bay and lastly, latest and trendy design to keep those ""Cute Bagpack"" compliment coming in! Yes. We have that Perfect Bag for you, in our Genie store. Bringing you a cute, stylish and trendy design, Genie Heartbeat School Bag.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari"
1692630654-165,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Wildcraft 29 Ltrs Red Casual Backpack (11650-Red),https://www.amazon.in/Wildcraft-Ltrs-Casual-Backpack-11650-Red/dp/B079DTDN1J/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-146,Wildcraft 29 Ltrs Red Casual Backpack (11650-Red),976,225 ratings,4.1 out of 5 stars,Number of compartments: 2,Wildcraft,"Two compartments for better organisation, quick-grab haul loop, side pocket for carrying a bottle, padded back system for better back support, padded shoulder straps for comfort and ease of carrying.","Date First Available
                                    ‏
                                        :
                                    ‎
                                 28 January 2018"
1692630659-166,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),https://www.amazon.in/Half-Moon-Waterproof-Backpack-Grey/dp/B09688CSCZ/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-145,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),698,"1,369 ratings",3.9 out of 5 stars,"COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.",B09688CSCZ,"Half Moon backpack is designed to be used everywhere you can use it as:- college bag(as it has numerous pockets inside), school bag(there is very large space inside the bag that can be used to carry numerous books), travel backpack(the volume of this backpack is 35 litres and that is enough for travelling), laptop bag(as it contains a laptop sleeve). It is navy in colour so that it will not become dirty easily it has padded straps to make it easy to carry. It is fully waterproof to protect your laptop, books etc from water and rain. The material used in this bag is dust-free so, that it can produce your backpack from dust. It has a rain cover which is very useful in the rainy season to protect your backpack from rain. It can be used everywhere as well as by everyone be it menं , womenं , boys and girls.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Half_Moon (AB Amazing Bags)"
1692630665-167,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Martucci 16 inch 36L Casual Waterproof Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,https://www.amazon.in/Martucci-Waterproof-Backpack-College-Business/dp/B0B1HM2ZGX/ref=sr_1_144?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-144,Martucci 16 inch 36L Casual Waterproof Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,599,199 ratings,3.8 out of 5 stars,"WATER REPELLENT & MULTIPURPOSE : PADDED shoulder Straps offer LIGHT-WEIGHT Carrying, Perfects for business traveling, weekend getaways, shopping, professional office work and other outdoor activities. Also, a perfect college high school student backpack for Boys, girls, teens, women and men.<br><br>",B0B1HM2ZGX,"Mrtucci Casual Laptop Backpack Practical trend backpack, both very convenient to incorporate digital equipment, but also to give you large capacity main pockets to put some clothes, some books, bottle or something else. Multipurpose: suitable for business, school, hiking, travelling, camping, sports, school. To meet all your travel needs. Durable: made with superior quality Nylon fabric material and ensured for maximum durability and making the texture become ultra-durable and better ventilation not easy to deformation. This bag will last for many years. Comfortable: breathable mesh and wide shoulder straps with plentiful sponge padding help relieve the stress from your shoulder. You can to adjust the length of the shoulder straps if you need. Well-made and designed: it's attractive and functional looking. The whole backpack were designed and built very well and there are two compartments and reduced burden system designed.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Martuci"
1692630671-168,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_143?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-143,Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,969,"1,693 ratings",4.3 out of 5 stars,"Waterproof, Capacity: 27 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH)",B07G4F3758,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear"
1692630679-169,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Aristrocrat Unisex Laptop Bag Grey,https://www.amazon.in/Aristocrat-Zeal-Unisex-Grey-Laptop/dp/B0B5YHC1W5/ref=sr_1_142?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-142,Aristrocrat Unisex Laptop Bag Grey,803,32 ratings,4.4 out of 5 stars,,B0B5YHC1W5,"Stylish, Secure feature packed Laptop backpack Spacious Compartment Laptop Compatible Front Quick Access Pocket Power Bank Pocket Padded Grab Handle Shoulder strap re-enforcement","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025"
1692630686-170,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"POLESTAR Dynamic 25 L Bag for College, School, Office, Casual Backpack with 15.6"" Laptop Compartment, Unisex, Stylish & Durable, 1 year warranty",https://www.amazon.in/POLESTAR-Backpack-compartment-suitable-warranty/dp/B09XT8DF2H/ref=sr_1_141?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-141,"POLESTAR Dynamic 25 L Bag for College, School, Office, Casual Backpack with 15.6"" Laptop Compartment, Unisex, Stylish & Durable, 1 year warranty",749,293 ratings,3.5 out of 5 stars,"MATERIAL: Polyester, Water Resistant, COLOR: Black & White <br>",B09XT8DF2H,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Scale Polestar Pvt. Ltd."
1692630692-171,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - 1 Piece,https://www.amazon.in/Lify-Womens-Shoulder-Crossbody-Handbag/dp/B09JWMLT7K/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-138,Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - 1 Piece,320,"1,694 ratings",3.8 out of 5 stars,"Size Details: 13""Inches x 3"" Inches x 13"" Inches, handle drop: 15""Inches (Fully Adjustable). You can refer to the size in the image as well. The length of strap is fully adjustable.<br><br>",HOBO-01,,"ASIN
                                    ‏
                                        :
                                    ‎
                                 B09JWMLT7K"
1692630697-172,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,MI Business Casual 21L Water Resistant Laptop Backpack,https://www.amazon.in/Business-Casual-Resistant-Laptop-Backpack/dp/B0862V2GKH/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-137,MI Business Casual 21L Water Resistant Laptop Backpack,"1,099","1,392 ratings",4.4 out of 5 stars,Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.,B0862V2GKH,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Korrun India Pvt. Lts"
1692630703-173,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Safari Crew Overnighter Backpack, 40 Ltr Water Resistant Travel Laptop Bag, Black Polyester Backpack for Men and Women, Spacious Shoulder Bag for Travelling and Camping",https://www.amazon.in/Safari-Overnighter-Resistant-Polyester-Travelling/dp/B097JK3X9D/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-136,"Safari Crew Overnighter Backpack, 40 Ltr Water Resistant Travel Laptop Bag, Black Polyester Backpack for Men and Women, Spacious Shoulder Bag for Travelling and Camping","1,709",260 ratings,4.3 out of 5 stars,"HIGH QUALITY PREMIUM FABRIC: Made of 100% polyester and water resistant fabric, the material used is lightweight yet highly durable. This heavy duty fabric is perfect for all types of travel needs.",B097JK3X9D,"Crew is yet another trendy offering from Safari's overnighter laptop backpack ranges. With a unique offering of luggage-like opening (or book opening), this bag is perfect to meet ALL your travel needs - Work or Adventure Leisure. Made out of water-resistant fabric & front panel design, it serves a highly elegant look. On the inside, cross packing straps are provided to help organise your packing. With a 17"" laptop compatibility compartment and an additional tablet section, Crew has a total capacity of 40 liters, provided with compression straps and breathable back mesh that prevents the back of the backpack from overheating. Go ahead and add one of Safari's exclusive Overnighter backpacks to your travel collection, whether it be for a short business trip or a weekend getaway!","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari"
1692630712-174,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with double handles - FloMotif,https://www.amazon.in/ZOUK-Printed-Handmade-Leather-handles/dp/B07NHYLTY7/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-135,ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with double handles - FloMotif,"1,698","1,002 ratings",4.3 out of 5 stars,,"Seaturtle Pvt. Ltd. Thakur Compound, 2nd Floor, 3, USV Lane, Deonar, Mumbai, Maharashtra 400088",,"Date First Available
                                    ‏
                                        :
                                    ‎
                                 4 February 2019"
1692630717-175,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",https://www.amazon.in/SPENZ-BAGS-Backpack-Raincover-Baby-Pink/dp/B0C3RNFHHV/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-134,"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",845,161 ratings,4.0 out of 5 stars,"COMFY & BREATHABLE BACKPACK: Adjustable shoulder straps and back side comes with comfortable and breathable mesh design, relieves the stress of your shoulder. A comfortable airflow foam-pad back design with soft, multi-panel breathable mesh padding, offer your back maximum back support. A foam-padded top handle for a long time carry on.",B0C3RNFHHV,"At Spenz Bags, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Spenz Bags"
1692630724-176,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Polyester 23 Cms Travel Bag(DUFCRSTNG4314_Khaki),https://www.amazon.in/Gear-Training-Travel-Duffel-DUFCRSTNG4314/dp/B098FG3GVX/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-133,Gear Polyester 23 Cms Travel Bag(DUFCRSTNG4314_Khaki),478,561 ratings,4.1 out of 5 stars,Outer material type: Polyester,B098FG3GVX,"The Cross Training Duffel from Gear is the optimum solution for an all-purpose duffel bag - whether its the gym, that weekend travel, the training field or the sports arena. Every Gear Bag is tested in real world conditions and crafted with user insights to achieve optimum functionality.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear Merchandise Pvt Ltd"
1692630729-177,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",https://www.amazon.in/Lunars-Router-Resistant-Raincover-Organiser/dp/B08YR63B9M/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-132,"Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",778,"1,138 ratings",3.8 out of 5 stars,12 months warranty for any manufacturing defects,B08YR63B9M,"Lunar's Laptop Travel Bag : A Spacious and durable laptop backpack for travel, casual usage, school / college / office and travel. Size: 19 inch X 13inch X 8.5 inch. Capacity: 35 liters. This travel bagpack is made of high grade water resistant polyester material that gives it strength and durable for long-term use. It carries 12 months warranty for any manufacturing defects. This “MAKE IN INDIA” Product features 2 large zippered compartments, padded laptop sleeve for upto 15.6"" laptops, internal organiser, 2 water bottle /umbrella pockets, padded handle, inbuilt raincover,3D air ventilated back panel for preventing sweat, heavy duty zippers and sliders, and adjustable straps. Ideal bag for boys, girls, men and women","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Akshaya Rubbers, Hebbal Industrial Area, Mysore"
1692630737-178,https://www.amazon.in/s?k=bags&page=9&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Priority ARC 56 cm Red Polyester 2 Wheel Duffle Trolley Bag | Travel Luggage for Men & Women,https://www.amazon.in/Priority-ARC-Red-Polyester-Trolley/dp/B08HHD4T6W/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1692630636&sprefix=ba%2Caps%2C283&sr=8-131,Priority ARC 56 cm Red Polyester 2 Wheel Duffle Trolley Bag | Travel Luggage for Men & Women,699,328 ratings,4.1 out of 5 stars,Capacity: 45 liters; Weight: 1600 grams; Dimensions: 55.88 cms x 29.21 cms x 31.75 cms (LxWxH),B08HHD4T6W,"Priority duffle bag uses high density fabric materials to devise bags in lightweight, durable and fashionable style. We use highest quality fabric that's water resistant. The inner lining fabric is ensured to have a soft touch feel with high quality zipper. The long adjustable shoulder strap increases the ease on your shoulders. With this unisex duffle bag, you can pack all your belongings using the multiple compartments and pockets. Travel comfortably and fashionably with our #made in India bag.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 High Spirit Commercial Ventures Pvt Ltd. Contact No.: 7700910835"
1692630749-179,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex",https://www.amazon.in/ROZEN-School-partition-Collage-Backpack/dp/B0BRTDXVZC/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-132,"ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex",697,199 ratings,4.0 out of 5 stars,"Dimension:33 cms x25 cmsx 46 cms (LxWxh),47 liters; Number of Compartments:4 Laptop Compatibility: Up to 16 Inches Material:Polyester:Water Resistance Level:Waterproof",B0BRTDXVZC,"A Sporty Versatile School Laptop Collage Office Backpack From ROZEN Made Of Polyester. It Has a 3 opening Compartment & 2 For quick & easy access to essential While the mesh padding on the back panel will feel comfortable, even on a hot day. Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 46 Cm X 33 Cm X 25 Cm.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 ROZEN"
1692630757-180,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-131,Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,969,"1,693 ratings",4.3 out of 5 stars,"Waterproof, Capacity: 27 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH)",B07G4F3758,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear"
1692630765-181,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Half Moon 55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover,https://www.amazon.in/Half-Moon-Travelling-Rucksack-Compartment/dp/B09WDGZ32L/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-130,Half Moon 55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover,979,578 ratings,4.0 out of 5 stars,PROUDLY MADE IN INDIA: Half Moon laptop bag for men is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this college bags for men is Made in India by Indians using Indian materials.,B09WDGZ32L,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Half_Moon"
1692630773-182,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,https://www.amazon.in/Lavie-Womens-Ushawu-Satchel-Handbag/dp/B0B3J9J9CK/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-129,Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,"1,099","7,017 ratings",4.1 out of 5 stars,"Features dual round handles, it comes with an adjustable and deatchable sling strap.",B0B3J9J9CK,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Bagzone Lifestyle Pvt Ltd"
1692630780-183,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,BEAUTY GIRLS BY HOTSHOT1566|School Bag|Tuition Bag|College Backpack|ForGirls&Women|17Inch|32L Waterproof School Bag,https://www.amazon.in/BEAUTY-GIRLS-HOTSHOT1566-Backpack-Waterproof/dp/B0BG36CZD9/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-128,BEAUTY GIRLS BY HOTSHOT1566|School Bag|Tuition Bag|College Backpack|ForGirls&Women|17Inch|32L Waterproof School Bag,740,195 ratings,4.1 out of 5 stars,"MATERIAL & QUALITY:-Made from premium water resistant Polyester, Nylon, Plastic, Fabric provide strengthen and long-lasting performance",B0BG36CZD9,"This Beauty Girls School Printed Backpack Bag, made up of Polyester. It has a top opening Two compartments with huge space for quick & easy access to essentials while the mesh padding on the back panel will feel comfortable, even on a hot day.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Shri Salasar Enterprises"
1692630786-184,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Aristrocrat Unisex Laptop Bag Grey,https://www.amazon.in/Aristocrat-Zeal-Unisex-Grey-Laptop/dp/B0B5YHC1W5/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-127,Aristrocrat Unisex Laptop Bag Grey,803,32 ratings,4.4 out of 5 stars,,B0B5YHC1W5,"Stylish, Secure feature packed Laptop backpack Spacious Compartment Laptop Compatible Front Quick Access Pocket Power Bank Pocket Padded Grab Handle Shoulder strap re-enforcement","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025"
1692630793-185,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,https://www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM8XTXP/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-126,Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,589,382 ratings,3.6 out of 5 stars,"COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.",B09QM8XTXP,"FEATURES: DURABLE MATERIAL: Made with strong polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, menं and womenं ; COMFY & STURDY: Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers; DURABLE AND LIGHT WEIGHT MATERIAL: Made with strong yet light weight polyester fabric with heavy zippers; INTERNAL ORGANISER: This backpack features an Internal Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items; LOTS OF STORAGE SPACE & POCKETS: One separate Padded laptop compartment. Multiple compartments can store lots of stuff, that too organised.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Half_Moon"
1692630801-186,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,MI Business Casual 21L Water Resistant Laptop Backpack,https://www.amazon.in/Business-Casual-Resistant-Laptop-Backpack/dp/B0862V2GKH/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-125,MI Business Casual 21L Water Resistant Laptop Backpack,"1,099","1,392 ratings",4.4 out of 5 stars,Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.,B0862V2GKH,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Korrun India Pvt. Lts"
1692630809-187,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,DZert School Bag Backpack 30 Liters for Boys/Girls Polyester Lightweight Bag (Pink),https://www.amazon.in/DZert-Polyester-Pink-School-Backpack/dp/B077VFZHLL/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-122,DZert School Bag Backpack 30 Liters for Boys/Girls Polyester Lightweight Bag (Pink),319,"1,934 ratings",3.6 out of 5 stars,Students can also fill all types of school books lunch box and water bottle bags,Rushi Enterprise,DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.,"Date First Available
                                    ‏
                                        :
                                    ‎
                                 30 November 2017"
1692630818-188,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Wildcraft 31 Ltrs Black Casual Backpack (11652-Black),https://www.amazon.in/Wildcraft-Black-Casual-Backpack-11652-Black/dp/B079Q79FX5/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-121,Wildcraft 31 Ltrs Black Casual Backpack (11652-Black),"1,248",370 ratings,4.3 out of 5 stars,Number of compartments: 2,Wildcraft,"Two compartments for better organisation, quick-access flat front pocket to store basic essentials, quick-grab haul loop, side pocket for carrying a bottle, padded back system for better back support, padded shoulder straps for comfort and ease of carrying.","Date First Available
                                    ‏
                                        :
                                    ‎
                                 9 February 2018"
1692630825-189,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Lavie Women's Beech Satchel Bag | Ladies Purse Handbag,https://www.amazon.in/Lavie-Beech-Womens-Satchel-Handbag/dp/B096KTWTXC/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-120,Lavie Women's Beech Satchel Bag | Ladies Purse Handbag,"1,518","2,328 ratings",4.2 out of 5 stars,"Beech hand bag has a top zip closure for safety and security. The interior has 1 main compartment, divided by an inner zip storage, 2 slip pockets alongside 1 external zip pocket, providing plenty of storage space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer etc. It also has a detachable and adjustable sling belt for multipurpose use.",B096KTWTXC,Ladies purse with pebble textured surfaceTrendy satchel bag design for every occasionTop handle with detachable sling strap,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Bagzone Lifestyle Pvt Ltd"
